Class,Order,Family,Genus,Species,Common name,Female maturity (days),s,Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Maximum longevity (yrs),,Metabolic rate (W),Temperature (K),q1 - W,q2 - B,q3 - S,q1 - W,q2 - B,q3 - S,q4 - X
Mammalia,Rodentia,Muridae,Nannospalax,ehrenbergi,Palestine mole rat,,,,,3,1,,,,160,20.2,0.585,133.8,308.7,0.16719699,0.542821908,0.289981102,,,,
Mammalia,Rodentia,Muridae,Neotoma,albigula,White-throated woodrat,84,101,29,43,2,2,49,11.5,103.3,209,9.5,0.735,177.6,309.15,0.187842621,0.357565058,0.454592321,0.132492903,0.213987922,0.457610871,0.195908304
Mammalia,Rodentia,Muridae,Neotoma,floridana,Eastern woodrat,95,,33,22,3.5,2.5,83,13.43,45.9,291,8.6,,,,0.20347524,0.315584146,0.480940614,0.129897401,0.196623482,0.453106172,0.220372945
Mammalia,Rodentia,Muridae,Neotoma,lepida,Desert woodrat,76,76,33,31,3,3,60,8.45,35,236,10.5,0.46,112.5,309.95,0.191953902,0.372835126,0.435210971,0.10210806,0.188834511,0.453741317,0.255316112
Mammalia,Rodentia,Muridae,Notomys,alexis,Australian hopping mouse,75,75,35,30,3.9,,33,2.83,12.5,35,6.4,0.252,32.3,311.15,0.114546986,0.374841013,0.510612002,0.092112165,0.286712183,0.453433573,0.167742079
Mammalia,Rodentia,Muridae,Notomys,mitchellii,Mitchell's hopping mouse,73,90,37,30,3.3,,37,,,52,5.3,,,,0.134073378,0.309010293,0.556916328,,,,
Mammalia,Rodentia,Muridae,Nyctomys,sumichrasti,Vesper rat,,,30,21,2.25,5,38,4.7,40,50,5.7,,,,0.131494916,0.327675799,0.540829286,,,,
Mammalia,Rodentia,Muridae,Ochrotomys,nuttalli,Golden mouse,,,30,21,2.7,,25,2.7,12.5,22,8.4,0.151,19.5,309.55,0.091042014,0.463444993,0.445512993,,,,
Mammalia,Rodentia,Muridae,Onychomys,leucogaster,Northern grasshopper mouse,100,114,31,23,4,2.5,32,2.6,13.1,32.5,5.6,,,,0.11290255,0.349249091,0.537848358,0.089012282,0.309993369,0.421105926,0.179888423
Mammalia,Rodentia,Muridae,Onychomys,torridus,Southern grasshopper mouse,41,41,30,20,3.7,2.7,30,2.6,9.2,22,4.6,0.165,19.1,309.15,0.098213608,0.328215215,0.573571177,0.097130918,0.247239378,0.554977535,0.100652169
Mammalia,Rodentia,Muridae,Pachyuromys,duprasi,Fat-tailed gerbil,,61,20,29,4.5,,,,,40,8.3,,,,0.117279513,0.42530012,0.457420367,,,,
Mammalia,Rodentia,Muridae,Peromyscus,californicus,California mouse,46,,30,30,2,4.6,24,4.46,18.6,42,5.5,0.267,47,309.55,0.124309983,0.329994857,0.54569516,0.115456581,0.231213834,0.545113674,0.108215911
Mammalia,Rodentia,Muridae,Peromyscus,crinitus,Canyon mouse,70,70,24,28,3,2.05,27,2.2,14.1,16.5,7.7,0.162,20.5,308.85,0.079521297,0.460966265,0.459512439,0.107421125,0.347457263,0.441545139,0.103576473
Mammalia,Rodentia,Muridae,Peromyscus,eremicus,Cactus mouse,129,,26,25,2.6,3.5,39,2.33,,25,7.4,0.173,21,309.75,0.098131334,0.427399219,0.474469447,0.097567983,0.369501701,0.363791958,0.169138357
Mammalia,Rodentia,Muridae,Peromyscus,guatemalensis,Guatemalan deer mouse,,,,,1.9,,,,,40,5.7,,,,0.121754967,0.340909578,0.537335455,,,,
Mammalia,Rodentia,Muridae,Peromyscus,leucopus,White-footed mouse,73,,26,22,4.5,3.7,26,1.89,9.24,23,7.9,0.213,22.3,309.85,0.093713152,0.447027183,0.459259664,0.080483981,0.318726513,0.42893147,0.171858036
Mammalia,Rodentia,Muridae,Peromyscus,maniculatus,Deer mouse,49,,24,22,5,3,27,2,9.2,20.5,8.3,0.219,20.5,309.75,0.088102272,0.464943569,0.446954159,0.087878214,0.295433984,0.481140123,0.135547678
Mammalia,Rodentia,Muridae,Peromyscus,polionotus,Oldfield mouse,28,,24,21,3.8,3,25,1.68,6.72,14,5.5,0.12,12,,0.076356873,0.395149292,0.528493835,0.081030409,0.24513707,0.579326987,0.094505534
Mammalia,Rodentia,Muridae,Peromyscus,truei,Pinyon mouse,50,,26,30,3.4,5,40,2.315,10.5,25,5.4,0.307,33.1,309.85,0.101883784,0.356641862,0.541474354,0.085426839,0.260322726,0.513165862,0.141084573
Mammalia,Rodentia,Muridae,Phloeomys,cumingi,Slender-tailed cloud rat,,,,,1,,,,,1750,13.6,,,,0.276325073,0.312107691,0.411567236,,,,
Mammalia,Rodentia,Muridae,Phloeomys,pallidus,Northern Luzon slender-tailed cloud rat,,,,,,,,,,1744,10.7,,,,0.279031366,0.258453939,0.462514696,,,,
Mammalia,Rodentia,Muridae,Phodopus,roborovskii,Desert hamster,243,90,21,19,6,3.5,,1.45,18.1,18,4.800000191,,,,0.088947709,0.349673784,0.561378507,0.072733042,0.417020739,0.292623452,0.217622767
Mammalia,Rodentia,Muridae,Phodopus,sungorus,Dzhungarian hamster,120,,20,21,5.5,3.5,40,2,14.8,23.4,3.9,0.313,31.3,309.25,0.102872471,0.287484655,0.609642873,0.079014642,0.325896828,0.412896544,0.182191986
Mammalia,Rodentia,Muridae,Podomys,floridanus,Florida mouse,,,23,25,2.5,,33,2.4,12.5,32,7.4,0.288,30.8,,0.108906481,0.412758905,0.478334614,,,,
Mammalia,Rodentia,Muridae,Pogonomys,macrourus,Long-tailed tree mouse,,,,,2.4,,,,,57,3.1,,,,0.144467776,0.183128265,0.672403959,,,,
Mammalia,Rodentia,Muridae,Praomys,tullbergi,Tullberg's rock rat,82,75,24,25,3.5,4,24,2.7,10.5,30,5.2,,,,0.110291369,0.337353779,0.552354852,0.093221075,0.294998963,0.454279179,0.157500783
Mammalia,Rodentia,Muridae,Psammomys,obesus,Fat sand rat,100,,24,28,3.5,,38,6.25,40,212,3.2,,,,0.201423894,0.112357363,0.686218743,0.068703872,0.145060807,0.489164215,0.297071106
Mammalia,Rodentia,Muridae,Pseudomys,australis,Australian native mouse,145,180,31,26,3.1,,,4,12.5,65,7.9,,,,0.139059589,0.385414465,0.475525946,0.100449979,0.320231304,0.361517518,0.217801199
Mammalia,Rodentia,Muridae,Pseudomys,chapmani,Western pebble-mound mouse,,,,,,,,,,12,6.8,,,,0.067101494,0.451939138,0.480959369,,,,
Mammalia,Rodentia,Muridae,Pseudomys,fumeus,Smoky mouse,,,,,3.5,1.5,,,,70,6.5,,,,0.144617382,0.337214897,0.51816772,,,,
Mammalia,Rodentia,Muridae,Pseudomys,laborifex,Kimberly mouse,,,,,,,,,,12,6.9,,,,0.06692763,0.455217572,0.477854799,,,,
Mammalia,Rodentia,Muridae,Pseudomys,shortridgei,Heath mouse,335,335,,,3,1,,,,64,6,,,,0.141659186,0.324554356,0.533786458,,,,
Mammalia,Rodentia,Muridae,Rattus,fuscipes,Bush rat,107,90,26,30,5,3.3,,4.5,21.3,130,5.3,0.471,76,310.65,0.17406837,0.254668643,0.571262986,0.071020348,0.211819543,0.434028146,0.283131963
Mammalia,Rodentia,Muridae,Rattus,lutreolus,Australian swamp rat,79,,27,25,5,2.53,,4.87,25,115,4.4,0.353,109,309.85,0.170933307,0.220146955,0.608919738,0.078266089,0.185447971,0.490517373,0.245768567
Mammalia,Rodentia,Muridae,Rattus,norvegicus,Norway rat,90,70,21,25,9.9,3.7,,5.81,63.8,300,3.8,1.404,206.9,310.25,0.214531945,0.1303587,0.655109355,0.048337944,0.112149293,0.488898861,0.350613902
Mammalia,Rodentia,Muridae,Rattus,rattus,Rat,90,112,22,26,7.3,4.3,36,4.55,39.7,200,4.2,0.77,117,311.15,0.195641938,0.176880881,0.627477182,0.047937867,0.144677832,0.473790088,0.333594213
Mammalia,Rodentia,Muridae,Reithrodon,auritus,Bunny or coney rat,61,,,,4.5,,,,,72.2,5.5,0.428,78.7,,0.147957613,0.297864554,0.554177834,,,,
Mammalia,Rodentia,Muridae,Rhabdomys,pumilio,Four-striped grass mouse,42,64,25,14,6,4,29,2.67,8.4,51,4.5,0.179,39.6,310.15,0.135174543,0.273415849,0.591409608,0.061015138,0.176014211,0.553993185,0.208977466
Mammalia,Rodentia,Muridae,Rhombomys,opimus,Great gerbil,105,105,28,22,5,2.5,,4.75,,285,4.5,,,,0.210279444,0.171369967,0.618350589,0.037508901,0.134102468,0.449609289,0.378779342
Mammalia,Rodentia,Muridae,Saccostomus,campestris,Pouched mouse,45,,21,25,6.8,,51,2.6,,47.4,4.5,0.274,68.1,308.45,0.131979302,0.277757259,0.590263439,0.062696945,0.188058741,0.543816149,0.205428165
Mammalia,Rodentia,Muridae,Sekeetamys,calurus,Bushy-tailed jird,,,,,2.9,,,,,65,7.3,0.274,63.6,310.65,0.1400003,0.367676136,0.492323564,,,,
Mammalia,Rodentia,Muridae,Sigmodon,hispidus,Hispid cotton rat,40,40,27,15,5,6.7,,6.2,19.8,185,5.2,1.085,159.6,311.25,0.189695455,0.229466546,0.580837999,0.073380285,0.097062017,0.578655381,0.250902317
Mammalia,Rodentia,Muridae,Tatera,afra,Cape gerbil,152,115,23,,,6.5,,4.5,,74.8,5.7,1.016,106.5,307.15,0.149076429,0.303787597,0.547135974,0.099859369,0.297743083,0.381777934,0.220619614
Mammalia,Rodentia,Muridae,Tatera,indica,Indian gerbil,77,91,26,24,5.4,4.2,48,3,,146.7,7,0.422,86.9,309.15,0.176030301,0.309976962,0.513992738,0.033183007,0.171719082,0.445356677,0.349741234
Mammalia,Rodentia,Muridae,Tatera,valida,Savanna gerbil,99,99,,,4.3,2,,,30,113,5,,,,0.16864509,0.24989482,0.581460089,,,,
Mammalia,Rodentia,Muridae,Tylomys,nudicaudus,Peters's climbing rat,82,109,40,26,2.4,6,39,16.77,40,280,5.4,,,,0.207335525,0.213363384,0.579301091,0.142676773,0.166724745,0.512747487,0.177850995
Mammalia,Rodentia,Muridae,Zyzomys,palatilis,Carpentarian rock rat,,,,,,,,,,123,6.2,,,,0.169784494,0.29317316,0.537042346,,,,
Mammalia,Rodentia,Muridae,Zyzomys,pedunculatus,Central rock rat,,,,,,,,,,100,7.5,,,,0.15848156,0.348197867,0.493320573,,,,
Mammalia,Rodentia,Myocastoridae,Myocastor,coypus,Nutria,152,152,131,91,6,2.3,130,225,1750,7850,8.5,,,307.75,0.347434957,0.117547138,0.535017905,0.2159261,0.052834217,0.484899839,0.246339844
Mammalia,Rodentia,Myoxidae,Dryomys,nitedula,Forest dormouse,,,28,30,3,1.2,,1.73,,26,4.1,,,,0.106875734,0.292466909,0.600657357,,,,
Mammalia,Rodentia,Myoxidae,Eliomys,melanurus,Asian garden dormouse,,,25,,5,,,,,122.5,6.2,,,,0.169606698,0.293414734,0.536978569,,,,
Mammalia,Rodentia,Myoxidae,Eliomys,quercinus,Garden dormouse,365,365,23,30,5,1.2,,,,82.5,5.5,,,,0.15377854,0.289955593,0.556265867,,,,
Mammalia,Rodentia,Myoxidae,Glirulus,japonicus,Japanese dormouse,,,30,,4,1.5,,,,27,7,,,,0.102152399,0.410355706,0.487491895,,,,
Mammalia,Rodentia,Myoxidae,Graphiurus,murinus,Woodland dormouse,,,24,,3,2,,3.5,,24,6.9,0.225,38.4,,0.097182673,0.4141097,0.488707627,,,,
Mammalia,Rodentia,Myoxidae,Graphiurus,platyops,Rock dormouse,,,,,5.2,,,,,46.1,7.3,,,,0.125003692,0.388052197,0.486944111,,,,
Mammalia,Rodentia,Myoxidae,Muscardinus,avellanarius,Hazel dormouse,335,335,23,39,4,1.5,50,0.8,,27.3,5.3,0.351,23.5,,0.105947967,0.347224609,0.546827424,0.00864563,0.396398313,0.22237069,0.372585367
Mammalia,Rodentia,Myoxidae,Myoxus,glis,Fat dormouse,322,335,25,33,4,1.2,,1.5,,125,8.7,0.664,174.4,310.85,0.166453904,0.368294584,0.465251512,-0.002510307,0.310891691,0.214160767,0.477457849
Mammalia,Rodentia,Octodontidae,Octodon,degus,Degus,182,182,90,36,6,1.8,,14,71.2,235,14,0.958,199.6,310.75,0.188342414,0.437691361,0.373966225,0.154556597,0.307123756,0.333099196,0.205220451
Mammalia,Rodentia,Octodontidae,Spalacopus,cyanus,Coruro,,,80,,2.4,1.8,,8.9,,98,10.8,0.561,126.2,309.65,0.153257028,0.43128346,0.415459512,,,,
Mammalia,Rodentia,Pedetidae,Pedetes,capensis,Springhare,1034,,80,46,1,3.6,101,275,1300,3500,20,4.427,2300,309.05,0.301987079,0.357607561,0.34040536,0.295511995,0.363220998,0.174036201,0.167230805
Mammalia,Rodentia,Sciuridae,Ammospermophilus,harrisii,Harris's antelope squirrel,319,,30,51,6.8,1,,3.8,45,126,10.6,,,,0.164449215,0.412181307,0.423369478,0.076223191,0.353300382,0.233006679,0.337469748
Mammalia,Rodentia,Sciuridae,Ammospermophilus,leucurus,White-tailed antelope squirrel,365,365,29,66,8,1.3,,3.21,35,105,11.2,0.511,94.1,310.65,0.155835364,0.435358797,0.408805839,0.072392664,0.379341414,0.205383311,0.342882611
Mammalia,Rodentia,Sciuridae,Callosciurus,caniceps,Gray-bellied squirrel,,,,,2.2,,,,,257,13.7,,,,0.192506547,0.427519527,0.379973926,,,,
Mammalia,Rodentia,Sciuridae,Callosciurus,erythraeus,Pallas's squirrel,,,,,1.9,2,,,,272,17,,,,0.192412295,0.472621198,0.334966507,,,,
Mammalia,Rodentia,Sciuridae,Callosciurus,notatus,Plantain squirrel,,,,,3.07,,,,,190,14.8,,,,0.178402554,0.462776808,0.358820638,,,,
Mammalia,Rodentia,Sciuridae,Callosciurus,prevostii,Prevost's squirrel,,,48,,1.8,,,16.35,,400,21.1,,,,0.206672842,0.498269308,0.29505785,,,,
Mammalia,Rodentia,Sciuridae,Callospermophilus,lateralis,Golden-mantled ground squirrel,637,,30,37,5.12,0.94,,6.26,74.2,157.6,10.4,0.967,249.6,309.45,0.174443722,0.394632256,0.430924022,,,,
Mammalia,Rodentia,Sciuridae,Cynomys,ludovicianus,Black-tailed prairie dog,730,730,30,63,4,1,365,15.75,148.35,1125,11,2.358,1112.3,,0.25956649,0.290663311,0.449770199,0.100888661,0.29390467,0.166363333,0.438843336
Mammalia,Rodentia,Sciuridae,Funisciurus,anerythrus,Thomas's rope squirrel,,,,,1.5,,,,,218,10,0.58,63,,0.189072014,0.366583534,0.444344452,,,,
Mammalia,Rodentia,Sciuridae,Funisciurus,pyrropus,Fire-footed rope squirrel,,,,,1.8,,,,,271.7,9.5,,,,0.199294507,0.34200525,0.458700242,,,,
Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern flying squirrel,210,,40,68,3,1,,5.5,39.74,149,14.2,,,,0.168285377,0.467898981,0.363815641,0.099605931,0.328576911,0.281450588,0.290366571
Mammalia,Rodentia,Sciuridae,Glaucomys,volans,Southern flying squirrel,210,,40,58,4,1.3,134,3.35,46.2,65.4,19,0.414,67.4,312.15,0.128875901,0.582126818,0.288997281,0.10000148,0.399752087,0.244680414,0.255566019
Mammalia,Rodentia,Sciuridae,Heliosciurus,rufobrachium,Red-legged sun squirrel,,,,,2.7,,,,,326.5,8.7,0.744,230,309.15,0.208361826,0.311353814,0.48028436,,,,
Mammalia,Rodentia,Sciuridae,Ictidomys,tridecemlineatus,Thirteen-lined ground squirrel,354,225,28,33,7,1.2,,3.24,16,172.7,7.9,0.983,198.4,308.85,0.181711832,0.327462378,0.49082579,,,,
Mammalia,Rodentia,Sciuridae,Marmota,caligata,Hoary marmot,908,,29,28,4.2,0.5,,,,4300,12.1,,,,0.316957105,0.232547453,0.450495442,,,,
Mammalia,Rodentia,Sciuridae,Marmota,flaviventris,Yellow-bellied marmot,730,730,30,33,4,0.9,458,33.8,479,3500,21.2,8.626,4295,309.65,0.301293127,0.370692937,0.328013937,0.120834348,0.259848682,0.146292777,0.473024193
Mammalia,Rodentia,Sciuridae,Marmota,marmota,Alpine marmot,730,730,35,47,4,1,914,30,,3500,17.4,,,,0.303645617,0.326333652,0.370020731,0.108416483,0.244232193,0.155997027,0.491354297
Mammalia,Rodentia,Sciuridae,Marmota,monax,Woodchuck,548,548,32,46,4.5,1,,27,248,4000,14,3.696,2650,310.15,0.312063376,0.269590285,0.418346339,0.088554017,0.188882865,0.206164571,0.516398547
Mammalia,Rodentia,Sciuridae,Marmota,vancouverensis,Vancouver marmot,1186,,30,,3.3,0.5,,,,4750,12.1,,,,0.321301453,0.226644739,0.452053808,,,,
Mammalia,Rodentia,Sciuridae,Otospermophilus,variegatus,Rock squirrel,,,30,53,4.3,1.5,,7.8,100,663,9.8,,,,0.237862303,0.296081628,0.466056068,,,,
Mammalia,Rodentia,Sciuridae,Petaurista,alborufus,Red and white giant flying squirrel,,,,,,,,,,1700,21.4,,,,0.269660985,0.415628589,0.314710426,,,,
Mammalia,Rodentia,Sciuridae,Petaurista,leucogenys,Japanese giant flying squirrel,,,,,,,,5,,1650,19.2,,,,0.269649886,0.39303769,0.337312424,,,,
Mammalia,Rodentia,Sciuridae,Poliocitellus,franklinii,Franklin's ground squirrel,327,327,28,42,7.5,1,,9,,459,7.2,2.19,607,,0.225483265,0.248655108,0.525861627,,,,
Mammalia,Rodentia,Sciuridae,Pteromys,volans,Siberian flying squirrel,,,30,46,2.6,1.5,,,,130,11.4,,,,0.164946825,0.426667317,0.408385858,,,,
Mammalia,Rodentia,Sciuridae,Ratufa,bicolor,Black giant squirrel,1078,,32,,1.4,2,278,77,,2000,19,,,,0.278171397,0.379277332,0.342551271,0.215727851,0.368364156,0.129215813,0.28669218
Mammalia,Rodentia,Sciuridae,Ratufa,indica,Indian giant squirrel,,,84,,1,,,,,2000,20,,,,0.27756052,0.390796203,0.331643276,,,,
Mammalia,Rodentia,Sciuridae,Sciurus,aureogaster,Red-bellied squirrel,,,,,2,,,,,600,11.5,,,,0.231599079,0.33792613,0.430474791,,,,
Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern gray squirrel,343,401,44,66,4,2,,15,200,533,23.6,2.062,440,311.85,0.217868983,0.506390865,0.275740152,0.134878282,0.329142342,0.213607396,0.32237198
Mammalia,Rodentia,Sciuridae,Sciurus,granatensis,Red-tailed squirrel,,,,61,1.93,1.95,,9.5,,374,11.5,,,,0.210967432,0.365958583,0.423073985,,,,
Mammalia,Rodentia,Sciuridae,Sciurus,niger,Eastern fox squirrel,353,353,44,84,3,1,,15,,800,16,,,,0.240223051,0.395026785,0.364750164,0.111550319,0.274035777,0.2366559,0.377758004
Mammalia,Rodentia,Sciuridae,Sciurus,variegatoides,Variegated squirrel,,,,,5,,,,,485,15.1,,,,0.219067935,0.411706116,0.369225949,,,,
Mammalia,Rodentia,Sciuridae,Sciurus,vulgaris,Eurasian red squirrel,296,320,38,62,5,2,91,9.25,,600,14.8,,,,0.228594555,0.394580367,0.376825079,0.082385465,0.260776133,0.249572488,0.407265914
Mammalia,Rodentia,Sciuridae,Spermophilus,citellus,European ground squirrel,314,314,27,34,6,1.3,,,,217,6.7,1.272,240,310.65,0.193640807,0.27692146,0.529437733,,,,
Mammalia,Rodentia,Sciuridae,Spermophilus,pygmaeus,Little ground squirrel,,,27,,7.1,1,,,,136,7.1,,,,0.172555636,0.317653925,0.509790439,,,,
Mammalia,Rodentia,Sciuridae,Sundasciurus,hippurus,Horse-tailed squirrel,,,,,,,,,,312.5,14,,,,0.20078315,0.420787992,0.378428858,,,,
Mammalia,Rodentia,Sciuridae,Sundasciurus,lowii,Low's squirrel,,,,,2.5,,,,,67,11.1,,,,0.136332179,0.459989041,0.403678781,,,,
Mammalia,Rodentia,Sciuridae,Sundasciurus,tenuis,Slender squirrel,,,,,3,,,,,75,10,,,,0.14249844,0.429863579,0.427637981,,,,
Mammalia,Rodentia,Sciuridae,Tamias,dorsalis,Cliff chipmunk,,,30,,5.2,1.5,,,,62.8,12.6,,,,0.131996916,0.492292846,0.375710238,,,,
Mammalia,Rodentia,Sciuridae,Tamias,minimus,Least chipmunk,365,,30,44,4.9,1,365,2.3,,44.1,10,0.349,49.3,310.15,0.11931969,0.46135681,0.4193235,0.082862257,0.43661666,0.202191672,0.278329411
Mammalia,Rodentia,Sciuridae,Tamias,sibiricus,Siberian chipmunk,350,350,35,40,4.8,1.1,103,4,,85,9.6,,,,0.148447829,0.413273294,0.438278877,0.097766365,0.392499467,0.229195807,0.280538361
Mammalia,Rodentia,Sciuridae,Tamias,striatus,Eastern chipmunk,187,228,31,36,5,1.5,,3.4,50.5,96,9.5,0.813,89.6,311.35,0.153884462,0.403704394,0.442411144,0.073767791,0.315617839,0.308884633,0.301729737
Mammalia,Rodentia,Sciuridae,Tamias,townsendii,Townsend's chipmunk,353,,28,50,4.5,1,,3.5,35,75,9.3,,,,0.143362719,0.413566469,0.443070812,0.092103934,0.397695775,0.225777429,0.284422862
Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red squirrel,342,,37,63,4.2,1.7,,7,83.8,200,9.8,1.615,219.6,311.85,0.185551065,0.367157503,0.447291433,0.105074488,0.336597771,0.249565437,0.308762304
Mammalia,Rodentia,Sciuridae,Xerospermophilus,mohavensis,Mohave ground squirrel,,,24,36,6,,,4.5,30,150,7.8,0.629,240,310.15,0.175712528,0.33295905,0.491328422,,,,
Mammalia,Rodentia,Sciuridae,Xerospermophilus,tereticaudus,Round-tailed ground squirrel,325,325,28,39,5.4,1,,3.9,75,163.3,8.9,0.501,125.1,309.45,0.177849467,0.357547579,0.464602953,,,,
Mammalia,Rodentia,Sciuridae,Xerus,erythropus,Striped ground squirrel,365,365,71,53,3.5,,,,,600,10.3,,,,0.23291154,0.313177948,0.453910511,,,,
Mammalia,Rodentia,Sciuridae,Xerus,inauris,South African ground squirrel,365,365,45,50,2.2,1,,20,,588,11.5,1.775,528.5,309.95,0.230717255,0.339124274,0.430158471,0.145169473,0.29498849,0.26483876,0.295003277
Mammalia,Rodentia,Thryonomyidae,Thryonomys,swinderianus,Cane rat,365,365,155,30,4,2.3,,129,,6600,5.4,,,,0.345267278,0.025953943,0.628778778,0.178932356,0.106012729,0.379675345,0.33537957
Mammalia,Scandentia,Tupaiidae,Tupaia,belangeri,Northern tree shrew,,,46,36,2,7.5,,10,,200,11.1,,,311.95,0.184067588,0.395130398,0.420802014,,,,
Mammalia,Scandentia,Tupaiidae,Tupaia,glis,Tree shrew,90,90,46,36,2,2.5,45,12.94,100,200,12.4,0.522,123,310.15,0.182748597,0.420001693,0.39724971,0.148252933,0.24398225,0.433791327,0.173973491
Mammalia,Scandentia,Tupaiidae,Tupaia,minor,Lesser tree shrew,,,,,2,,,,,58.6,12.2,,,,0.129359739,0.489153256,0.381487004,,,,
Mammalia,Scandentia,Tupaiidae,Tupaia,tana,Large tree shrew,,,,31,2.2,,,,,197.8,11.6,,,,0.183060059,0.405680876,0.411259064,,,,
Mammalia,Scandentia,Tupaiidae,Urogale,everetti,Philippine tree shrew,,,55,38,2,,,20,104.4,350,11.5,1.25,260.6,309.15,0.208072528,0.369891922,0.42203555,,,,
Mammalia,Sirenia,Dugongidae,Dugong,dugon,Dugong,3470,3470,374,548,1,0.2,1521,27500,,360000,73,,,306.15,0.48880734,0.373577333,0.137615328,0.490890971,0.312048207,0.075197092,0.121863729
Mammalia,Sirenia,Trichechidae,Trichechus,inunguis,Amazonian manatee,1096,1096,328,548,1,0.5,,12500,67500,480000,40,55.015,167594,,0.50852882,0.221419958,0.270051222,0.395880422,0.114254178,0.245660499,0.244204901
Mammalia,Sirenia,Trichechidae,Trichechus,manatus,West Indian manatee,1278,913,335,456,1,0.4,1187,32000,,322000,65,70.0056,450000,,0.485320566,0.354126895,0.160552538,,,,
Mammalia,Soricomorpha,Solenodontidae,Solenodon,paradoxus,Haitian solenodon,,,50,75,2,2,,100,,1000,12.1,,,,0.253290308,0.319052254,0.427657438,,,,
Mammalia,Soricomorpha,Soricidae,Blarina,brevicauda,Short-tailed shrew,46,65,17,23,6,3,,1.34,,21.6,2.2,0.344,20.9,,0.106197107,0.163661758,0.730141136,0.034584503,0.193917252,0.568387593,0.203110652
Mammalia,Soricomorpha,Soricidae,Blarina,hylophaga,Elliot's short-tailed shrew,84,42,23,30,6.5,1.5,,,14.5,14.5,2.8,,,,0.085928996,0.241455358,0.672615646,,,,
Mammalia,Soricomorpha,Soricidae,Crocidura,flavescens,Greater red musk shrew,,,25,,3.3,,,2.26,20.7,45,2.2,0.248,33.2,,0.138233981,0.120132892,0.741633127,,,,
Mammalia,Soricomorpha,Soricidae,Crocidura,leucodon,Bicolored white-toothed shrew,95,95,30,22,5,,,0.933,,11,2.9,0.166,11.7,308.15,0.073452948,0.265719289,0.660827763,0.044768754,0.325382167,0.439414667,0.190434412
Mammalia,Soricomorpha,Soricidae,Crocidura,russula,White-toothed shrew,75,75,29,23,4,3.5,28,0.945,7.7,11.6,4,0.143,10.8,307.85,0.071941236,0.334787184,0.593271581,0.045765322,0.317206418,0.449347834,0.187680426
Mammalia,Soricomorpha,Soricidae,Crocidura,suaveolens,Lesser shrew,175,365,27,25,4,3.5,,0.53,4,7.7,2.8,0.112,6.9,308.25,0.058302434,0.278991882,0.662705684,0.018266378,0.390949093,0.343084796,0.247699732
Mammalia,Soricomorpha,Soricidae,Cryptotis,parva,Least shrew,40,43,21,19,4.5,2.5,,0.34,3.85,4.5,3.5,0.164,6.3,310.15,0.032199266,0.360958815,0.606841919,-0.002128448,0.295936439,0.509071355,0.197120654
Mammalia,Soricomorpha,Soricidae,Myosorex,varius,Forest shrew,,,,22,3,2,,1,,17.5,2.1,,,308.95,0.097563393,0.165698306,0.736738301,,,,
Mammalia,Soricomorpha,Soricidae,Neomys,fodiens,Eurasian water shrew,106,106,20,32,5,1.8,71,0.78,10,15,3.1,0.328,16,310.45,0.08619658,0.262302001,0.651501419,0.017658856,0.306457319,0.413928479,0.261955346
Mammalia,Soricomorpha,Soricidae,Sorex,araneus,Eurasian shrew,198,335,21,25,6,1.9,40,0.44,8.5,9,3.2,0.348,8.4,308.15,0.063521543,0.299726853,0.636751603,-0.000950269,0.39250683,0.308347748,0.300095692
Mammalia,Soricomorpha,Soricidae,Sorex,caecutiens,Laxmann's shrew,,,,,6.4,3,,,,5.4,3,,,,0.041993237,0.315528605,0.642478158,,,,
Mammalia,Soricomorpha,Soricidae,Suncus,etruscus,White-toothed pygmy shrew,365,365,27,20,4,3.4,,0.19,2.065,2.1,3.2,0.063,2.4,309.15,-8.36873E-18,0.386034296,0.613965704,0.00082204,0.548308561,0.197928683,0.252940717
Mammalia,Soricomorpha,Soricidae,Suncus,murinus,House shrew,36,36,30,19,3,9.8,56,2.68,33.35,45.9,3.2,0.403,39.7,311.85,0.13463594,0.203102915,0.662261145,0.060420351,0.150820903,0.598591055,0.190167691
Mammalia,Soricomorpha,Talpidae,Condylura,cristata,Star-nosed mole,304,304,40,24,4.4,1,,1.5,30,55.3,2.5,0.615,49,310.85,0.145708026,0.136616663,0.717675311,0.017726682,0.304162694,0.308688422,0.369422202
